id,sentence_id,noise_condition,response,target
26,19,+2 SNR,the lawyer maintains i'm completely innocent,The lawyer in me maintains that I am completely innocent
26,24,-4 SNR,that's why there's a fire,That’s why there’s a fire brigade
26,8,clear,my mom was forever trying to reign me in,My mom was forever trying to rein me in.
26,1,-4 SNR,my eyebrows,My eyebrows were gone
26,22,+2 SNR,the white family came home and stood on the street,The white family came home and stood on the street
26,21,clear,why did i keep misbehaving,Why did I keep misbehaving?
26,18,clear,one of my uncles stopped calling me trevor,One of my uncles stopped calling me Trevor
26,12,-4 SNR,i was shocked,My mom was smart and had a sharp tongue
26,20,+2 SNR,things catch fire sometimes,Things catch fire sometimes.
27,17,+2 SNR,at one point we took a break to get a snack,At one point we took a break to go get a snack
27,10,-4 SNR,why doesnt your mother buy it for me,Why doesn’t your mother buy it for you?
27,9,clear,and i played with her son whenever we stayed there,And I’d play with her son whenever we stayed there
27,14,-4 SNR,in my mind i wasn't breaking the rules,"In my mind, I wasn’t breaking the rules"
27,23,-4 SNR,he and my mom got into a huge fight,He and my mom got into a huge fight.
27,13,clear,"when it came to discipline, catholic school was no joke","When it came to discipline, Catholic school was no joke"
27,1,-4 SNR,my eyebrows were gone,My eyebrows were gone
27,7,+2 SNR,son was laughing while i was hitting him,Your son was laughing while we were hitting him.
27,4,+2 SNR,i was hyperactive too,"I was hyperactive, too"
27,3,clear,they called me the rubbish bin of the family,They called me the rubbish bin of the family
27,18,+2 SNR,one of my uncles stopped calling me trevor,One of my uncles stopped calling me Trevor
27,30,-4 SNR,if only my mon,"Man, if only my mom hit me like this"
27,15,+2 SNR,i didn't get into trouble with my mom when it happened,I didn’t get into trouble with my mom when it happened
27,11,clear,black people's dogs don't play fetch,Black people's dogs don't play fetch
27,12,+2 SNR,my mom was sharp and had a,My mom was smart and had a sharp tongue
27,2,+2 SNR,i loved fired and i especially loved fireworks,I loved fire and I especially loved fireworks
27,21,-4 SNR,why did they...misbehaving,Why did I keep misbehaving?
27,20,-4 SNR,things catch fire sometimes,Things catch fire sometimes.
27,24,clear,that's why there's a fire bregade,That’s why there’s a fire brigade
27,22,-4 SNR,..family came home and stood on the street,The white family came home and stood on the street
27,5,clear,the two things i loved most were fire and knives,The two things I loved most were fire and knives.
27,19,clear,the lawyer maintains that i am completely innocent,The lawyer in me maintains that I am completely innocent
27,27,+2 SNR,the therapist did give me a series of tests,The therapists did give me a series of tests
27,26,clear,able basically lived with us from then on,Abel basically lived with us from then on.
27,6,clear,go to the bathroom and look at yourself,Go to the bathroom and look at yourself.
27,29,-4 SNR,the kid was bullying,A kid was bullying me
27,8,-4 SNR,my mom was forever trying to reign me in,My mom was forever trying to rein me in.
27,28,+2 SNR,cause i could always find loopholes in the law,Because I could always find loopholes in the law
27,16,+2 SNR,i had a box of matches with me too,"I had a box of matches with me, too"
27,25,clear,they kicked able out of the garage,They kicked Abel out of the garage
28,13,clear,"when it came to discipline, catholic school was no joke","When it came to discipline, Catholic school was no joke"
28,18,-4 SNR,one of my uncles stopped pouring for,One of my uncles stopped calling me Trevor
28,11,-4 SNR,black peoples dogs dont play fetch,Black people's dogs don't play fetch
28,9,-4 SNR,whenever we stayed over,And I’d play with her son whenever we stayed there
28,19,-4 SNR,the lawyer in me maintains that im completely,The lawyer in me maintains that I am completely innocent
28,20,+2 SNR,things catch fire sometimes,Things catch fire sometimes.
28,24,+2 SNR,thats why theres a fire brigade,That’s why there’s a fire brigade
28,8,+2 SNR,my mom was forever trying to reign me in,My mom was forever trying to rein me in.
28,23,clear,he and my mom got into a huge figt,He and my mom got into a huge fight.
28,15,+2 SNR,i didnt get into trouble with my mom when it happened,I didn’t get into trouble with my mom when it happened
28,6,+2 SNR,go to the bathroom and look at yourself,Go to the bathroom and look at yourself.
28,2,clear,i loved fire and i especially loved fireworks,I loved fire and I especially loved fireworks
28,5,clear,the two things i loved most were fire and knives,The two things I loved most were fire and knives.
28,3,-4 SNR,they called me rubbish beneath the,They called me the rubbish bin of the family
28,17,-4 SNR,at one point we took a break to go get a snack,At one point we took a break to go get a snack
28,22,-4 SNR,a white family came home and,The white family came home and stood on the street
28,28,+2 SNR,cause i could always find loopholes in the rule,Because I could always find loopholes in the law
28,21,-4 SNR,why was he misbehaving,Why did I keep misbehaving?
28,14,+2 SNR,in my mind i wasn't breaking the rules,"In my mind, I wasn’t breaking the rules"
28,16,+2 SNR,i had a box of matches with me too,"I had a box of matches with me, too"
28,27,clear,the therapist did give me a series of tests,The therapists did give me a series of tests
28,12,clear,my mom was smart and had a sharp tongue but,My mom was smart and had a sharp tongue
28,26,clear,abel basically lived with us from then on,Abel basically lived with us from then on.
28,1,clear,my eyebrows were gone,My eyebrows were gone
28,29,clear,the kid was bullying me,A kid was bullying me
28,4,-4 SNR,i was bagged or,"I was hyperactive, too"
28,10,+2 SNR,why doesn't your mother buy it for you,Why doesn’t your mother buy it for you?
28,7,-4 SNR,your son was laughing while we were eating,Your son was laughing while we were hitting him.
28,30,+2 SNR,if only my mum had seen this,"Man, if only my mom hit me like this"
28,25,clear,they kicked abel out of the garage,They kicked Abel out of the garage
29,26,-4 SNR,NA,Abel basically lived with us from then on.
29,20,+2 SNR,things catch fire sometimes,Things catch fire sometimes.
29,22,clear,the white family came home and stood on the streets,The white family came home and stood on the street
29,2,-4 SNR,especially loved,I loved fire and I especially loved fireworks
29,25,+2 SNR,they kicked able out of the garage,They kicked Abel out of the garage
29,19,+2 SNR,the laywer maintains that im completely innocent,The lawyer in me maintains that I am completely innocent
29,9,+2 SNR,and i played with her son whenever we stayed there,And I’d play with her son whenever we stayed there
29,27,+2 SNR,the therapists did give me a series of tests,The therapists did give me a series of tests
29,15,+2 SNR,i didnt get into trouble with my mom when it happened,I didn’t get into trouble with my mom when it happened
29,13,-4 SNR,when it came to,"When it came to discipline, Catholic school was no joke"
29,1,clear,my eyebrows were gone,My eyebrows were gone
29,4,-4 SNR,i was,"I was hyperactive, too"
29,17,clear,at one point we took a break to get a snack,At one point we took a break to go get a snack
29,10,-4 SNR,why doesnt your mother buy it for you,Why doesn’t your mother buy it for you?
29,14,clear,in my mind i wasnt breaking the rules,"In my mind, I wasn’t breaking the rules"
29,3,-4 SNR,they called me the rubbish bin,They called me the rubbish bin of the family
29,24,-4 SNR,thats why there is a,That’s why there’s a fire brigade
29,21,clear,why did i keep misbehaving,Why did I keep misbehaving?
29,30,+2 SNR,if only my mom were with us,"Man, if only my mom hit me like this"
29,23,clear,he and my mom got into a huge fight,He and my mom got into a huge fight.
29,8,clear,my mom was forever trying to reign me in,My mom was forever trying to rein me in.
29,29,+2 SNR,the kid was bullying me,A kid was bullying me
29,12,-4 SNR,and a sharp tounge,My mom was smart and had a sharp tongue
29,7,-4 SNR,your son as laughing well,Your son was laughing while we were hitting him.
29,5,+2 SNR,the two things i loved most were fire and,The two things I loved most were fire and knives.
29,16,+2 SNR,i had a box of matches with me too,"I had a box of matches with me, too"
29,28,clear,cus i could always find loopholes in the law,Because I could always find loopholes in the law
29,18,-4 SNR,one of my uncles stopped calling,One of my uncles stopped calling me Trevor
29,11,clear,black peoples dogs don't play fetch,Black people's dogs don't play fetch
29,6,clear,go to the bathroom and look at yourself,Go to the bathroom and look at yourself.
30,30,clear,if only my mom hit me like this,"Man, if only my mom hit me like this"
30,2,+2 SNR,i loved fire and i especially loved fireworks,I loved fire and I especially loved fireworks
30,16,-4 SNR,i brought some matches with me too,"I had a box of matches with me, too"
30,10,clear,why doesn't your mother buy it for you,Why doesn’t your mother buy it for you?
30,14,clear,in my mind i wasn't breaking the rules,"In my mind, I wasn’t breaking the rules"
30,6,-4 SNR,got to the bunk and look at yourself,Go to the bathroom and look at yourself.
30,19,-4 SNR,maintains,The lawyer in me maintains that I am completely innocent
30,21,+2 SNR,why did i keep misbehaving,Why did I keep misbehaving?
30,8,clear,my mom was forever trying to rein me in,My mom was forever trying to rein me in.
30,5,+2 SNR,the two things i loved most were fires and minds,The two things I loved most were fire and knives.
30,22,-4 SNR,my family came home and stood in the street,The white family came home and stood on the street
30,1,+2 SNR,my eyebrows were gone,My eyebrows were gone
30,11,+2 SNR,black people's dogs don't play fetch,Black people's dogs don't play fetch
30,17,clear,at one point we took a break to go get a snack,At one point we took a break to go get a snack
30,9,+2 SNR,and i'd play with her son whenever we stayed there,And I’d play with her son whenever we stayed there
30,20,+2 SNR,things catch fire sometimes,Things catch fire sometimes.
30,26,+2 SNR,abel basically lived with us from then on,Abel basically lived with us from then on.
30,7,clear,your son was laughing while we were hitting him,Your son was laughing while we were hitting him.
30,12,+2 SNR,my mom was sharp and had a sharp tounge,My mom was smart and had a sharp tongue
30,4,clear,i was hyperactive too,"I was hyperactive, too"
30,13,-4 SNR,when it came to i kept,"When it came to discipline, Catholic school was no joke"
30,25,-4 SNR,they kicked abel out of the garage,They kicked Abel out of the garage
30,28,-4 SNR,cause i could always find,Because I could always find loopholes in the law
30,29,+2 SNR,the kid was bullying,A kid was bullying me
30,24,clear,that's why there's a fire brigade,That’s why there’s a fire brigade
30,15,-4 SNR,i could get into trouble with my mom,I didn’t get into trouble with my mom when it happened
30,3,clear,they called me the rubbish bin of the family,They called me the rubbish bin of the family
30,18,clear,one of my uncles stopped calling me trevor he called me,One of my uncles stopped calling me Trevor
30,23,-4 SNR,he and my mom got into a huge fight,He and my mom got into a huge fight.
30,27,-4 SNR,the therapist did give me a series of tests,The therapists did give me a series of tests
31,2,-4 SNR,especially loved fireworks,I loved fire and I especially loved fireworks
31,5,+2 SNR,the two things i love most were fire and ants,The two things I loved most were fire and knives.
31,28,-4 SNR,i could always find loopholes,Because I could always find loopholes in the law
31,4,-4 SNR,to,"I was hyperactive, too"
31,10,+2 SNR,why doesnt your mother buy it for you,Why doesn’t your mother buy it for you?
31,22,+2 SNR,the white family came home and stood on the street,The white family came home and stood on the street
31,30,-4 SNR,my mom,"Man, if only my mom hit me like this"
31,6,-4 SNR,go to the bathroom and look at yourself,Go to the bathroom and look at yourself.
31,17,+2 SNR,at one point we took a break to go get a snack,At one point we took a break to go get a snack
31,20,-4 SNR,things catch up,Things catch fire sometimes.
31,1,-4 SNR,hours,My eyebrows were gone
31,16,clear,i had a box of matches with me too,"I had a box of matches with me, too"
31,21,+2 SNR,why did i keep misbehaving,Why did I keep misbehaving?
31,15,clear,i didnt get in trouble with my mom when it happened,I didn’t get into trouble with my mom when it happened
31,7,-4 SNR,you son was laughin while they were hitting him,Your son was laughing while we were hitting him.
31,13,+2 SNR,"when it came to discipline, catholic school was no joke","When it came to discipline, Catholic school was no joke"
31,24,clear,thats why there was a fire brigade,That’s why there’s a fire brigade
31,18,+2 SNR,one of my uncles stopped calling me trevor,One of my uncles stopped calling me Trevor
31,19,clear,the lawyer in me maintains that i am completely innocent,The lawyer in me maintains that I am completely innocent
31,26,clear,abel basically lived with us from then on,Abel basically lived with us from then on.
31,12,-4 SNR,my mom was smart,My mom was smart and had a sharp tongue
31,9,clear,and id play with her son whenever we stayed there,And I’d play with her son whenever we stayed there
31,14,clear,in my mind i wasnt breaking the rules,"In my mind, I wasn’t breaking the rules"
31,11,clear,black peoples dogs dont play fetch,Black people's dogs don't play fetch
31,23,clear,he and my mom got into a huge fight,He and my mom got into a huge fight.
31,29,+2 SNR,the kid was bullying me,A kid was bullying me
31,8,+2 SNR,my mom was forever trying to reign me in,My mom was forever trying to rein me in.
31,27,+2 SNR,the therapists did give me a series of tests,The therapists did give me a series of tests
31,25,-4 SNR,they kicked abel out of the garage,They kicked Abel out of the garage
31,3,clear,they called me the rubbish bin of the family,They called me the rubbish bin of the family
32,3,+2 SNR,they called me the rubbish bin of the family,They called me the rubbish bin of the family
32,21,clear,why did i keep misbehaving,Why did I keep misbehaving?
32,23,+2 SNR,he and my mom got into a huge fight,He and my mom got into a huge fight.
32,7,+2 SNR,your son was laughing while we were hitting him,Your son was laughing while we were hitting him.
32,15,clear,i didnt get into trouble with my mom when it happened,I didn’t get into trouble with my mom when it happened
32,26,clear,abel basically lived with us from then on,Abel basically lived with us from then on.
32,19,-4 SNR,the lawyer mantains basically,The lawyer in me maintains that I am completely innocent
32,27,+2 SNR,the therapists did give me a series of tests,The therapists did give me a series of tests
32,24,-4 SNR,thats why theres a fire market,That’s why there’s a fire brigade
32,29,clear,a kid was bullying me,A kid was bullying me
32,2,-4 SNR,i loved i especially loved fireworks,I loved fire and I especially loved fireworks
32,20,clear,things catch fire sometimes,Things catch fire sometimes.
32,11,clear,black peoples dogs dont play fetch,Black people's dogs don't play fetch
32,1,-4 SNR,my paper hours were gone,My eyebrows were gone
32,4,-4 SNR,i was half bagged for two,"I was hyperactive, too"
32,5,+2 SNR,the two things i loved most were fire and mud,The two things I loved most were fire and knives.
32,12,clear,my mom was sharp and had a smart tongue,My mom was smart and had a sharp tongue
32,28,clear,cause i could always fine loop holes in the law,Because I could always find loopholes in the law
32,18,-4 SNR,one of my uncles stopped calling me trevor,One of my uncles stopped calling me Trevor
32,22,+2 SNR,the white family came home and stood on the street,The white family came home and stood on the street
32,6,+2 SNR,go to the bathroom and look at yourself,Go to the bathroom and look at yourself.
32,17,-4 SNR,at one point we took a break to go get a snack,At one point we took a break to go get a snack
32,8,clear,my mom was forever trying to reign me in,My mom was forever trying to rein me in.
32,14,-4 SNR,in my mind i wasnt breaking the rules,"In my mind, I wasn’t breaking the rules"
32,13,clear,when it came to discipline catholic school was no joke,"When it came to discipline, Catholic school was no joke"
32,16,+2 SNR,i had a box of matches with me too,"I had a box of matches with me, too"
32,10,-4 SNR,why doesnt your mother for you,Why doesn’t your mother buy it for you?
32,9,+2 SNR,and id play with her son whenever we stayed there,And I’d play with her son whenever we stayed there
32,25,+2 SNR,they kicked abel out of the garage,They kicked Abel out of the garage
32,30,-4 SNR,if only my mom had known this,"Man, if only my mom hit me like this"
33,23,-4 SNR,huge fight mom,He and my mom got into a huge fight.
33,5,+2 SNR,the two things i loved most were fire and might,The two things I loved most were fire and knives.
33,3,clear,they called me the rubbish bin  of the family,They called me the rubbish bin of the family
33,12,+2 SNR,my mum was smart and had a sharp tongue,My mom was smart and had a sharp tongue
33,13,-4 SNR,when it came to catgolic schools were a major,"When it came to discipline, Catholic school was no joke"
33,18,+2 SNR,one of my uncles stoped calling me trevor,One of my uncles stopped calling me Trevor
33,11,-4 SNR,black peoples dogs don't play fish,Black people's dogs don't play fetch
33,7,-4 SNR,oi your son was laughing while we were eating myrrh,Your son was laughing while we were hitting him.
33,22,clear,the white family came home and stood on the streets,The white family came home and stood on the street
33,1,+2 SNR,my eyebrows were gone,My eyebrows were gone
33,24,clear,that's why there's a fire brigade,That’s why there’s a fire brigade
33,17,-4 SNR,at one point they took a break to go get a snack,At one point we took a break to go get a snack
33,10,clear,why doesn't your mother by it for you,Why doesn’t your mother buy it for you?
33,9,-4 SNR,son whenever we stayed,And I’d play with her son whenever we stayed there
33,26,clear,abel basically lived wth us from then on,Abel basically lived with us from then on.
33,19,clear,the lawyer in me maintains that i am completely innocent,The lawyer in me maintains that I am completely innocent
33,14,+2 SNR,in my mind i wasn't breaking the rules,"In my mind, I wasn’t breaking the rules"
33,2,clear,i loved fire and i especially loved fireworks,I loved fire and I especially loved fireworks
33,27,-4 SNR,the son did give me a series of tests,The therapists did give me a series of tests
33,6,+2 SNR,go to the bathroom and look at yourself,Go to the bathroom and look at yourself.
33,30,+2 SNR,if only my mum had made me breakfast,"Man, if only my mom hit me like this"
33,20,-4 SNR,things catch fire with adversity,Things catch fire sometimes.
33,4,+2 SNR,i was hyperactive too,"I was hyperactive, too"
33,15,+2 SNR,i didn't get into trouble with my mum when it happened,I didn’t get into trouble with my mom when it happened
33,16,-4 SNR,i had a box of matches with me too,"I had a box of matches with me, too"
33,8,-4 SNR,i'm almost trying to rain me in,My mom was forever trying to rein me in.
33,25,clear,they kicked abel out of the garage,They kicked Abel out of the garage
33,29,+2 SNR,the kid was bullying me,A kid was bullying me
33,21,clear,why did i keep misbehaving,Why did I keep misbehaving?
33,28,clear,cause i could always find loopholes in the law,Because I could always find loopholes in the law
34,10,clear,why doesnt your mother buy it for you,Why doesn’t your mother buy it for you?
34,18,-4 SNR,one of my uncles stopped calling me trevor,One of my uncles stopped calling me Trevor
34,17,-4 SNR,at one point we took a break to go get a snack,At one point we took a break to go get a snack
34,4,+2 SNR,i was hyperactive too,"I was hyperactive, too"
34,5,clear,the two things i loved most were fire and knives,The two things I loved most were fire and knives.
34,21,clear,why did i keep misbehaving,Why did I keep misbehaving?
34,30,+2 SNR,if only my mom had known this,"Man, if only my mom hit me like this"
34,19,clear,the lawyer in me remains that i am completly innocent,The lawyer in me maintains that I am completely innocent
34,22,+2 SNR,the white family came home and stood on the street,The white family came home and stood on the street
34,7,+2 SNR,your son was laughing while we were hitting him,Your son was laughing while we were hitting him.
34,11,clear,black peoples dogs dont play fetch,Black people's dogs don't play fetch
34,8,+2 SNR,my mom was forever trying to rein me in,My mom was forever trying to rein me in.
34,2,clear,i loved fire and i especially loved fireworks,I loved fire and I especially loved fireworks
34,15,-4 SNR,i can get into trouble when my mom was there,I didn’t get into trouble with my mom when it happened
34,13,clear,when it came to disapline catholic school was no joke,"When it came to discipline, Catholic school was no joke"
34,27,clear,the therapists did give me a series of tests,The therapists did give me a series of tests
34,16,+2 SNR,i had a box of matches with me too,"I had a box of matches with me, too"
34,14,+2 SNR,in my mind i wasnt breaking the rules,"In my mind, I wasn’t breaking the rules"
34,20,-4 SNR,things catch fire sometimes,Things catch fire sometimes.
34,23,+2 SNR,he and my mom got into a huge fight,He and my mom got into a huge fight.
34,28,clear,cause i could always find loopholes in the law,Because I could always find loopholes in the law
34,24,-4 SNR,thats why theres a fire hyrdant,That’s why there’s a fire brigade
34,9,+2 SNR,and id play with her son whenever wed stay there,And I’d play with her son whenever we stayed there
34,1,-4 SNR,my eyebrows were gone,My eyebrows were gone
34,6,-4 SNR,go to the bathroom and look at yourself,Go to the bathroom and look at yourself.
34,29,+2 SNR,the kid was bullying me,A kid was bullying me
34,25,-4 SNR,they kicked abel out of the garage,They kicked Abel out of the garage
34,3,-4 SNR,they called me rubbish man the seventh,They called me the rubbish bin of the family
34,26,clear,abel basically lived with us from then on,Abel basically lived with us from then on.
34,12,-4 SNR,im on shot,My mom was smart and had a sharp tongue
35,15,+2 SNR,i didnt get into trouble with my mom when it happened.,I didn’t get into trouble with my mom when it happened
35,29,+2 SNR,the kid was bullying,A kid was bullying me
35,24,-4 SNR,thats why theres a fire,That’s why there’s a fire brigade
35,19,-4 SNR,the lawyer in me maintains that i completely,The lawyer in me maintains that I am completely innocent
35,2,clear,"i loved fire, and i especially loved fireworks.",I loved fire and I especially loved fireworks
35,28,+2 SNR,cause i could always find loopholes in the,Because I could always find loopholes in the law
35,17,+2 SNR,at one point we took a break to go get a snack,At one point we took a break to go get a snack
35,1,+2 SNR,my eyebrows were gone,My eyebrows were gone
35,27,+2 SNR,the therapist did give me a series of tests.,The therapists did give me a series of tests
35,23,-4 SNR,me and my mom got into a huge fight,He and my mom got into a huge fight.
35,30,-4 SNR,if only my mom,"Man, if only my mom hit me like this"
35,14,clear,in my mind i wasnt breaking the rules,"In my mind, I wasn’t breaking the rules"
35,20,clear,things catch fire sometimes,Things catch fire sometimes.
35,7,clear,your son was laughing while we were hitting him,Your son was laughing while we were hitting him.
35,21,clear,why did i keep misbehavingslash,Why did I keep misbehaving?
35,5,+2 SNR,the two things i loved most were fire and math,The two things I loved most were fire and knives.
35,4,+2 SNR,i was hyperactive too,"I was hyperactive, too"
35,10,+2 SNR,why doesnt your mother buy it for you,Why doesn’t your mother buy it for you?
35,12,-4 SNR,my mom was smart and it shocked her,My mom was smart and had a sharp tongue
35,6,clear,go to the bathroom and look at yourself,Go to the bathroom and look at yourself.
35,25,-4 SNR,they kept out of the garage,They kicked Abel out of the garage
35,16,+2 SNR,i had a box of matches with it too,"I had a box of matches with me, too"
35,9,-4 SNR,and clear never restate,And I’d play with her son whenever we stayed there
35,13,-4 SNR,when it came to catholic schools never,"When it came to discipline, Catholic school was no joke"
35,3,-4 SNR,they called me,They called me the rubbish bin of the family
35,22,-4 SNR,"if a white family came home, its",The white family came home and stood on the street
35,26,clear,abel basically lived with us from then on,Abel basically lived with us from then on.
35,11,clear,black peoples dogs dont play fetch,Black people's dogs don't play fetch
35,18,clear,one of my uncles stopped calling me trevor. he called,One of my uncles stopped calling me Trevor
35,8,clear,my mom was forever trying to reign me in,My mom was forever trying to rein me in.
36,11,+2 SNR,black people's dog don't play fetch.,Black people's dogs don't play fetch
36,1,-4 SNR,gone,My eyebrows were gone
36,2,clear,"i loved fire, and i especially lvoed fireworks",I loved fire and I especially loved fireworks
36,20,+2 SNR,things catch fire sometimes,Things catch fire sometimes.
36,18,clear,one of my uncles stopped calling me trevor,One of my uncles stopped calling me Trevor
36,26,clear,abel basically lived with us from then on,Abel basically lived with us from then on.
36,28,clear,cause i could always find loopholes in the law,Because I could always find loopholes in the law
36,19,-4 SNR,maintains the,The lawyer in me maintains that I am completely innocent
36,6,clear,go to the bathroom and look at yourself,Go to the bathroom and look at yourself.
36,5,+2 SNR,the two things i loved most were fire and mugs,The two things I loved most were fire and knives.
36,7,-4 SNR,son was blasting while we were eating,Your son was laughing while we were hitting him.
36,17,+2 SNR,"at one point, we took a break to go get a snack",At one point we took a break to go get a snack
36,8,clear,my mom was forever trying to rein me in,My mom was forever trying to rein me in.
36,4,clear,i was hyperactive too,"I was hyperactive, too"
36,12,+2 SNR,my mom was smart and had a sharp tongue,My mom was smart and had a sharp tongue
36,21,-4 SNR,why did they keep us here,Why did I keep misbehaving?
36,9,+2 SNR,and i play with her son whenever i stay there,And I’d play with her son whenever we stayed there
36,22,clear,the white family came home and stood on the street,The white family came home and stood on the street
36,24,+2 SNR,that's why there's a fire brigade,That’s why there’s a fire brigade
36,16,-4 SNR,a box of matches with me too,"I had a box of matches with me, too"
36,27,-4 SNR,give me a series of tests,The therapists did give me a series of tests
36,3,+2 SNR,they called me the 'rubbish bin' of the family,They called me the rubbish bin of the family
36,30,+2 SNR,if only my mom could've blank this,"Man, if only my mom hit me like this"
36,10,-4 SNR,where doesn't your mother....,Why doesn’t your mother buy it for you?
36,15,-4 SNR,i could get into trouble when my mom....,I didn’t get into trouble with my mom when it happened
36,23,-4 SNR,me and my mom got into a huge fight,He and my mom got into a huge fight.
36,14,+2 SNR,"in my mind, i wasn't breaking the rules","In my mind, I wasn’t breaking the rules"
36,25,clear,they kicked abel out of the garage,They kicked Abel out of the garage
36,29,clear,a kid was bullying me,A kid was bullying me
36,13,-4 SNR,"when it came to discipline, catholic schools were....","When it came to discipline, Catholic school was no joke"
37,13,+2 SNR,when it came to discipline catholic school was no joke,"When it came to discipline, Catholic school was no joke"
37,29,+2 SNR,the kid was bullied,A kid was bullying me
37,22,-4 SNR,my family came home and stood on the street,The white family came home and stood on the street
37,26,clear,abel basically lived with us from then on,Abel basically lived with us from then on.
37,5,-4 SNR,two things i loved most fire and light,The two things I loved most were fire and knives.
37,17,+2 SNR,at one point we took a break to go get a snack,At one point we took a break to go get a snack
37,9,+2 SNR,i played with her son whenever we stayed there,And I’d play with her son whenever we stayed there
37,7,+2 SNR,your son was laughing while we were hitting him,Your son was laughing while we were hitting him.
37,8,clear,my mom was forever trying to rein me in,My mom was forever trying to rein me in.
37,23,+2 SNR,he and my mom got into a huge fight,He and my mom got into a huge fight.
37,18,clear,one of my uncles stopped calling me trevor he called,One of my uncles stopped calling me Trevor
37,10,clear,why doesn't your mother buy it for you,Why doesn’t your mother buy it for you?
37,1,-4 SNR,eyebrows were gone,My eyebrows were gone
37,27,+2 SNR,the therapists did give me a series of tests,The therapists did give me a series of tests
37,28,+2 SNR,cuz i could always find loopholes in the law,Because I could always find loopholes in the law
37,19,+2 SNR,the lawyer in me maintains that i'm completely innocent,The lawyer in me maintains that I am completely innocent
37,12,clear,my mom was smart and had a sharp tongue but,My mom was smart and had a sharp tongue
37,14,-4 SNR,in my mind i was,"In my mind, I wasn’t breaking the rules"
37,25,clear,they kicked abel out of the garage,They kicked Abel out of the garage
37,30,+2 SNR,if only my mom had,"Man, if only my mom hit me like this"
37,4,-4 SNR,i was,"I was hyperactive, too"
37,15,clear,i didn't get into trouble when it happened,I didn’t get into trouble with my mom when it happened
37,24,clear,that's why there's a fire brigade,That’s why there’s a fire brigade
37,2,-4 SNR,i loved and i especially loved fireworks,I loved fire and I especially loved fireworks
37,6,-4 SNR,go to the bathroom and look at yourself,Go to the bathroom and look at yourself.
37,20,clear,things catch fire sometimes,Things catch fire sometimes.
37,16,-4 SNR,a box of matches would be too,"I had a box of matches with me, too"
37,11,clear,black people's dogs don't play fetch,Black people's dogs don't play fetch
37,21,-4 SNR,misbehaving,Why did I keep misbehaving?
37,3,-4 SNR,they called me rubbish bin,They called me the rubbish bin of the family
38,21,+2 SNR,why did i keep misbehaving,Why did I keep misbehaving?
38,18,clear,one of my uncles stopper calling me trevor he called me,One of my uncles stopped calling me Trevor
38,19,+2 SNR,the lawyer in me maintains that i am completely innocent,The lawyer in me maintains that I am completely innocent
38,20,clear,things catch fire sometimes,Things catch fire sometimes.
38,14,clear,in my mind i wasn't breaking the rules,"In my mind, I wasn’t breaking the rules"
38,11,-4 SNR,black people's dogs don't play fetch,Black people's dogs don't play fetch
38,1,-4 SNR,my eyebrows were gone,My eyebrows were gone
38,10,clear,why doesn't your mother buy it for you,Why doesn’t your mother buy it for you?
38,27,+2 SNR,the therapists did give me a series of tests,The therapists did give me a series of tests
38,30,clear,if only my mom hit me like this,"Man, if only my mom hit me like this"
38,7,clear,your son was laughing while we were hitting him,Your son was laughing while we were hitting him.
38,6,+2 SNR,go to the bathroom and look at yourself,Go to the bathroom and look at yourself.
38,8,-4 SNR,i almost trimmed the ear,My mom was forever trying to rein me in.
38,5,clear,the two things i loved most were fire and knives,The two things I loved most were fire and knives.
38,3,+2 SNR,they called me the rubbish bin of the family,They called me the rubbish bin of the family
38,29,+2 SNR,the kid was a bully,A kid was bullying me
38,2,-4 SNR,i loved fire and i especially loved fire birds,I loved fire and I especially loved fireworks
38,15,clear,i didn't get in trouble with my mom when it happened,I didn’t get into trouble with my mom when it happened
38,12,+2 SNR,my mom was smart and had a sharp tongue but i,My mom was smart and had a sharp tongue
38,24,-4 SNR,that's why there is a fire,That’s why there’s a fire brigade
38,17,clear,at one point we took a break to get a snack,At one point we took a break to go get a snack
38,4,+2 SNR,i was hyperactive too,"I was hyperactive, too"
38,23,-4 SNR,he and my mom got into a huge fight,He and my mom got into a huge fight.
38,9,clear,and i would play with her son whenever we stayed there,And I’d play with her son whenever we stayed there
38,28,-4 SNR,because i could always find,Because I could always find loopholes in the law
38,16,+2 SNR,i had a box of matches with me too,"I had a box of matches with me, too"
38,25,-4 SNR,they kicked abel out of the garage,They kicked Abel out of the garage
38,13,+2 SNR,"when it came to discipline, catholic school was no joke","When it came to discipline, Catholic school was no joke"
38,22,-4 SNR,the white family came home and stood on the street,The white family came home and stood on the street
38,26,-4 SNR,they basically lived with us from then on,Abel basically lived with us from then on.
39,14,+2 SNR,in my mind that wasnt,"In my mind, I wasn’t breaking the rules"
39,18,+2 SNR,one of my uncles stopped calling me trevor,One of my uncles stopped calling me Trevor
39,15,+2 SNR,i didnt get into trouble with my mum when it happened,I didn’t get into trouble with my mom when it happened
39,2,+2 SNR,i loved fire and i especially loved fire when,I loved fire and I especially loved fireworks
39,21,clear,why did i keep misbehaving,Why did I keep misbehaving?
39,17,clear,"at one point, we took a break to go get a snack",At one point we took a break to go get a snack
39,27,clear,the therapists did give me a series of tests,The therapists did give me a series of tests
39,28,clear,cause i could always find loopholes in the law,Because I could always find loopholes in the law
39,25,clear,they kicked able out of the garage with,They kicked Abel out of the garage
